id,name,parent_id/id,code,children_ids/id,rule_ids/id
hr_payroll.structure_base,Base for new structures,,BASE,,"hr_payroll.hr_rule_basic,hr_payroll.hr_rule_taxable,hr_payroll.hr_rule_net,vct_hr_payroll.hr_salary_rule_6,vct_hr_payroll.hr_salary_rule_7,vct_hr_payroll.hr_salary_rule_8,vct_hr_payroll.hr_salary_rule_9,vct_hr_payroll.hr_salary_rule_10,vct_hr_payroll.hr_salary_rule_11,vct_hr_payroll.hr_salary_rule_12,vct_hr_payroll.hr_salary_rule_48,vct_hr_payroll.hr_salary_rule_49,vct_hr_payroll.hr_salary_rule_50,vct_hr_payroll.hr_salary_rule_51,vct_hr_payroll.hr_salary_rule_15,vct_hr_payroll.hr_salary_rule_16,vct_hr_payroll.hr_salary_rule_17,vct_hr_payroll.hr_salary_rule_18,vct_hr_payroll.hr_salary_rule_19,vct_hr_payroll.hr_salary_rule_20,vct_hr_payroll.hr_salary_rule_64,vct_hr_payroll.hr_salary_rule_65,vct_hr_payroll.hr_salary_rule_66,vct_hr_payroll.hr_salary_rule_67,vct_hr_payroll.hr_salary_rule_68,vct_hr_payroll.hr_salary_rule_69,vct_hr_payroll.hr_salary_rule_70,vct_hr_payroll.hr_salary_rule_71,vct_hr_payroll.hr_salary_rule_72,vct_hr_payroll.hr_salary_rule_73,vct_hr_payroll.hr_salary_rule_75,vct_hr_payroll.hr_salary_rule_76,vct_hr_payroll.hr_salary_rule_77,vct_hr_payroll.hr_salary_rule_78,vct_hr_payroll.hr_salary_rule_79,vct_hr_payroll.hr_salary_rule_80,vct_hr_payroll.hr_salary_rule_81,vct_hr_payroll.hr_salary_rule_82,vct_hr_payroll.hr_salary_rule_83,vct_hr_payroll.hr_salary_rule_84,vct_hr_payroll.hr_salary_rule_85,vct_hr_payroll.hr_salary_rule_86,vct_hr_payroll.hr_salary_rule_87,vct_hr_payroll.hr_salary_rule_88,vct_hr_payroll.hr_salary_rule_89,vct_hr_payroll.hr_salary_rule_90,vct_hr_payroll.hr_salary_rule_91,vct_hr_payroll.hr_salary_rule_136"
